factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_beta_20h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.0011261,,,17765,DIRECTION_UNKNOWN,0.00088353,-0.00024257,0.0011261,5.4643,0.5095,0.00423064,0.5610647,0.01465537,-0.0058218,0.64,25.0,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00420217,,,17717,DIRECTION_UNKNOWN,0.00324674,-0.00095543,0.00420217,11.1042,0.5259,0.00940366,0.53181572,0.03257523,-0.01463195,0.64,25.0,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,4.197e-05,,,17788,DIRECTION_UNKNOWN,2.972e-05,-1.225e-05,4.197e-05,1.4235,0.5035,0.00019824,0.37596494,0.00068671,-0.00064832,0.6,25.0,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,0.00013135,,,17785,DIRECTION_UNKNOWN,9.577e-05,-3.558e-05,0.00013135,2.167,0.5077,0.00077857,0.31803962,0.00269706,-0.00343773,0.56,25.0,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00076012,,,17765,DIRECTION_UNKNOWN,0.00041692,-0.0003432,0.00076012,4.6955,0.5121,0.00266333,0.26003555,0.00922606,-0.00588669,0.48,25.0,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00095298,,,17717,DIRECTION_UNKNOWN,0.00052883,-0.00042415,0.00095298,3.1806,0.5035,0.00623254,0.12158041,0.02159015,-0.02371446,0.68,25.0,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,-3.773e-05,,,17788,DIRECTION_UNKNOWN,-3.2e-07,3.742e-05,-3.773e-05,-0.9368,0.4864,0.00030532,-0.40975031,0.00105765,-0.00151085,0.48,25.0,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,-1.902e-05,,,17785,DIRECTION_UNKNOWN,6.332e-05,8.234e-05,-1.902e-05,-0.2415,0.4918,0.00091659,-0.1007052,0.00317515,-0.00280005,0.4,25.0,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00062105,,,17765,DIRECTION_UNKNOWN,0.00074985,0.00012879,0.00062105,3.1762,0.5015,0.00176479,0.21608737,0.0061134,-0.00420118,0.6,25.0,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00100264,,,17717,DIRECTION_UNKNOWN,0.00190059,0.00089795,0.00100264,2.7565,0.5034,0.00302688,0.12821232,0.01048541,-0.00584638,0.64,25.0,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,-7.343e-05,,,17788,DIRECTION_UNKNOWN,-3.346e-05,3.997e-05,-7.343e-05,-2.3928,0.4967,0.00019184,-0.73685373,0.00066455,-0.00232933,0.4,25.0,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,-0.00025019,,,17785,DIRECTION_UNKNOWN,-0.00013423,0.00011596,-0.00025019,-4.0742,0.4969,0.00073426,-0.66360126,0.00254356,-0.00718351,0.36,25.0,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,-0.00097879,,,17765,DIRECTION_UNKNOWN,-0.00050682,0.00047197,-0.00097879,-5.9632,0.4905,0.0035442,-0.49860925,0.01227748,-0.03184386,0.24,25.0,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,-0.00372371,,,17717,DIRECTION_UNKNOWN,-0.00145474,0.00226897,-0.00372371,-11.9535,0.4768,0.00593758,-0.48438722,0.02056839,-0.0951787,0.28,25.0,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,7.23e-05,,,17788,DIRECTION_UNKNOWN,3.231e-05,-4e-05,7.23e-05,2.4163,0.5098,0.00018741,0.70954413,0.00064922,-0.00059613,0.72,25.0,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,0.0003337,,,17785,DIRECTION_UNKNOWN,0.00015914,-0.00017456,0.0003337,5.5014,0.5173,0.00073512,0.84222579,0.00254654,-0.00131544,0.76,25.0,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,0.00118056,,,17765,DIRECTION_UNKNOWN,0.00068823,-0.00049233,0.00118056,7.4357,0.5095,0.00260999,0.51326985,0.00904128,-0.00309261,0.72,25.0,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,0.00268511,,,17717,DIRECTION_UNKNOWN,0.00192836,-0.00075675,0.00268511,8.75,0.5213,0.00716669,0.35594841,0.02482615,-0.02016238,0.76,25.0,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,-9.235e-05,,,17788,DIRECTION_UNKNOWN,-3.897e-05,5.339e-05,-9.235e-05,-2.9049,0.4938,0.00020002,-0.9161698,0.00069288,-0.00268231,0.32,25.0,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,-0.0003639,,,17785,DIRECTION_UNKNOWN,-0.00019804,0.00016586,-0.0003639,-5.6356,0.4916,0.00080163,-0.93445441,0.00277693,-0.0107565,0.36,25.0,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,-0.0012799,,,17765,DIRECTION_UNKNOWN,-0.00060134,0.00067856,-0.0012799,-7.4456,0.488,0.00361385,-0.60507669,0.01251876,-0.04012819,0.32,25.0,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,-0.00417647,,,17717,DIRECTION_UNKNOWN,-0.00169759,0.00247888,-0.00417647,-12.9263,0.4698,0.00706887,-0.55036436,0.02448729,-0.10808871,0.28,25.0,per_bar_mean_x_bars_per_year
